title,subtitle,narrator,runtime,release,language,ratings,price,link
"Positive Affirmations for Black Women to Increase Confidence and Self-Love Volumes 1-3: Written for BIPOC Women with a Focus on Motivation, Leadership, Healing, Growth, Health, Money, and Success",no subtitle,"Narrated by: Latasha Kennedy, Nyamukandawiri Banda, Nana Benewaah",Length: 10 hrs and 18 mins,Release date: 11-01-22,Language: English,"5 out of 5 stars
1 rating",$24.95,https://www.audible.com/pd/Positive-Affirmations-for-Black-Women-to-Increase-Confidence-and-Self-Love-Volumes-1-3-Written-for-BIPOC-Women-with-a-Focus-on-Motivation-Leadership-Healing-Growth-Health-Money-and-Success-Audiobook/B0BL2FTSTQ?qid=1671625073&sr=1-573&ref=a_search_c3_lProduct_29_13&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=XG2994FR1K4ZRDH1CYC0
"Fresh Wind, Fresh Fire",no subtitle,Narrated by: Dick Fredricks,Length: 5 hrs and 30 mins,Release date: 10-07-04,Language: English,"5 out of 5 stars
769 ratings",$20.90,https://www.audible.com/pd/Fresh-Wind-Fresh-Fire-Audiobook/B002V5J6AW?qid=1671625073&sr=1-574&ref=a_search_c3_lProduct_29_14&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=XG2994FR1K4ZRDH1CYC0
A Whole New Mind,Why Right-Brainers Will Rule the Future,Narrated by: Daniel H. Pink,Length: 6 hrs and 15 mins,Release date: 07-30-08,Language: English,"4 out of 5 stars
2,909 ratings",$17.47,https://www.audible.com/pd/A-Whole-New-Mind-Audiobook/B002V5GT02?qid=1671625073&sr=1-575&ref=a_search_c3_lProduct_29_15&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=XG2994FR1K4ZRDH1CYC0
The Reason I Jump,The Inner Voice of a Thirteen-Year-Old Boy with Autism,Narrated by: Tom Picasso,Length: 2 hrs and 27 mins,Release date: 09-09-13,Language: English,"4 out of 5 stars
2,576 ratings",$10.49,https://www.audible.com/pd/The-Reason-I-Jump-Audiobook/B00F0R9IPG?qid=1671625073&sr=1-576&ref=a_search_c3_lProduct_29_16&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=XG2994FR1K4ZRDH1CYC0
Acceptance,A Memoir,Narrated by: Julia Knippen,Length: 13 hrs and 56 mins,Release date: 08-02-22,Language: English,"4.5 out of 5 stars
102 ratings",$20.90,https://www.audible.com/pd/Acceptance-Audiobook/B09LRKK88M?qid=1671625073&sr=1-577&ref=a_search_c3_lProduct_29_17&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=XG2994FR1K4ZRDH1CYC0
"Humor, Seriously",Why Humor Is a Secret Weapon in Business and Life (And How Anyone Can Harness It. Even You.),"Narrated by: Jennifer Aaker, Naomi Bagdonas, Michael Lewis",Length: 6 hrs and 5 mins,Release date: 02-02-21,Language: English,"4.5 out of 5 stars
379 ratings",$28.00,https://www.audible.com/pd/Humor-Seriously-Audiobook/0593154193?qid=1671625073&sr=1-578&ref=a_search_c3_lProduct_29_18&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=XG2994FR1K4ZRDH1CYC0
The Wild and Free Family,"Forging Your Own Path to a Life Full of Wonder, Adventure, and Connection",Narrated by: Emily Ellet,Length: 6 hrs and 40 mins,Release date: 08-30-22,Language: English,"5 out of 5 stars
95 ratings",$20.90,https://www.audible.com/pd/The-Wild-and-Free-Family-Audiobook/B09JXYDXWJ?qid=1671625073&sr=1-579&ref=a_search_c3_lProduct_29_19&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=XG2994FR1K4ZRDH1CYC0
The Now Habit,no subtitle,Narrated by: Neil Fiore Ph.D.,Length: 7 hrs and 29 mins,Release date: 11-29-06,Language: English,"4 out of 5 stars
1,984 ratings",$20.99,https://www.audible.com/pd/The-Now-Habit-Audiobook/B002V8L1ES?qid=1671625073&sr=1-580&ref=a_search_c3_lProduct_29_20&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=XG2994FR1K4ZRDH1CYC0
The Millionaire Master Plan,Your Personalized Path to Financial Success,Narrated by: Ben Giroux,Length: 7 hrs and 53 mins,Release date: 07-29-14,Language: English,"4.5 out of 5 stars
126 ratings",$20.90,https://www.audible.com/pd/The-Millionaire-Master-Plan-Audiobook/B00LEVMTT4?qid=1671625081&sr=1-581&ref=a_search_c3_lProduct_30_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=XGEES0JGQ2ESMXY2PV5H
Feeding the Mouth That Bites You,A Complete Guide to Parenting Adolescents and Launching Them into the World,Narrated by: Dr. Kenneth Wilgus,Length: 7 hrs and 1 min,Release date: 12-16-15,Language: English,"5 out of 5 stars
261 ratings",$19.95,https://www.audible.com/pd/Feeding-the-Mouth-That-Bites-You-Audiobook/B019EHBWJC?qid=1671625081&sr=1-582&ref=a_search_c3_lProduct_30_2&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=XGEES0JGQ2ESMXY2PV5H
I'll Show Myself Out,Essays on Midlife and Motherhood,Narrated by: Jessi Klein,Length: 6 hrs and 51 mins,Release date: 04-26-22,Language: English,"4.5 out of 5 stars
519 ratings",$11.00,https://www.audible.com/pd/Ill-Show-Myself-Out-Audiobook/B09K1MCNQ2?qid=1671625081&sr=1-583&ref=a_search_c3_lProduct_30_3&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=XGEES0JGQ2ESMXY2PV5H
Higher Is Waiting,no subtitle,Narrated by: Dominic Hoffman,Length: 4 hrs and 39 mins,Release date: 11-14-17,Language: English,"5 out of 5 stars
2,520 ratings",$16.49,https://www.audible.com/pd/Higher-Is-Waiting-Audiobook/B0746QT4SX?qid=1671625081&sr=1-584&ref=a_search_c3_lProduct_30_4&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=XGEES0JGQ2ESMXY2PV5H
Changes That Heal,"Four Practical Steps to a Happier, Healthier You",Narrated by: Dick Fredricks,Length: 10 hrs and 27 mins,Release date: 02-27-08,Language: English,"4.5 out of 5 stars
974 ratings",$20.21,https://www.audible.com/pd/Changes-That-Heal-Audiobook/B002VA3QI0?qid=1671625081&sr=1-585&ref=a_search_c3_lProduct_30_5&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=XGEES0JGQ2ESMXY2PV5H
Finish,Give Yourself the Gift of Done,Narrated by: Jon Acuff,Length: 4 hrs and 58 mins,Release date: 09-12-17,Language: English,"5 out of 5 stars
3,936 ratings",$13.99,https://www.audible.com/pd/Finish-Audiobook/B074P9BDLL?qid=1671625081&sr=1-586&ref=a_search_c3_lProduct_30_6&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=XGEES0JGQ2ESMXY2PV5H
Mujerón [Woman],"Conquístate, ámate y enciende tu poder femenino [Conquer Yourself, Love Yourself and Turn On Your Feminine Power]",Narrated by: Ingrid Coronado,Length: 8 hrs and 19 mins,Release date: 05-26-22,Language: Spanish,"5 out of 5 stars
36 ratings",$16.95,https://www.audible.com/pd/Mujeron-Woman-Audiobook/B0B1RNM116?qid=1671625081&sr=1-587&ref=a_search_c3_lProduct_30_7&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=XGEES0JGQ2ESMXY2PV5H
"Over Sea, Under Stone",Book 1 of The Dark Is Rising Sequence,Narrated by: Alex Jennings,Length: 7 hrs and 20 mins,Release date: 08-08-07,Language: English,"4.5 out of 5 stars
1,272 ratings",$18.49,https://www.audible.com/pd/Over-Sea-Under-Stone-Audiobook/B002V8KP3Q?qid=1671625081&sr=1-588&ref=a_search_c3_lProduct_30_8&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=XGEES0JGQ2ESMXY2PV5H
The 33 Strategies of War,no subtitle,Narrated by: Don Leslie,Length: 10 hrs and 1 min,Release date: 04-25-07,Language: English,"4.5 out of 5 stars
1,392 ratings",$23.07,https://www.audible.com/pd/The-33-Strategies-of-War-Audiobook/B002V8HKQ6?qid=1671625081&sr=1-589&ref=a_search_c3_lProduct_30_9&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=XGEES0JGQ2ESMXY2PV5H
Walking with God,Talk to Him. Hear from Him. Really.,Narrated by: John Eldredge,Length: 6 hrs and 57 mins,Release date: 03-14-08,Language: English,"4.5 out of 5 stars
903 ratings",$17.74,https://www.audible.com/pd/Walking-with-God-Audiobook/B002VACJI8?qid=1671625081&sr=1-590&ref=a_search_c3_lProduct_30_10&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=XGEES0JGQ2ESMXY2PV5H
"Whatever Arises, Love That",A Love Revolution That Begins with You,Narrated by: Matt Kahn,Length: 5 hrs and 55 mins,Release date: 11-01-16,Language: English,"5 out of 5 stars
577 ratings",$17.13,https://www.audible.com/pd/Whatever-Arises-Love-That-Audiobook/B01MF7253T?qid=1671625081&sr=1-591&ref=a_search_c3_lProduct_30_11&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=XGEES0JGQ2ESMXY2PV5H
A Mother's Reckoning,Living in the Aftermath of Tragedy,"Narrated by: Andrew Solomon, Sue Klebold",Length: 11 hrs and 24 mins,Release date: 02-15-16,Language: English,"4.5 out of 5 stars
3,349 ratings",$18.39,https://www.audible.com/pd/A-Mothers-Reckoning-Audiobook/B01AKPNZ10?qid=1671625081&sr=1-592&ref=a_search_c3_lProduct_30_12&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=XGEES0JGQ2ESMXY2PV5H
Destroying the Spirit of Rejection,Receive Love and Acceptance and Find Healing,Narrated by: Mirron Willis,Length: 6 hrs and 40 mins,Release date: 09-14-16,Language: English,"4.5 out of 5 stars
479 ratings",$22.74,https://www.audible.com/pd/Destroying-the-Spirit-of-Rejection-Audiobook/B01M0FGYHU?qid=1671625081&sr=1-593&ref=a_search_c3_lProduct_30_13&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=XGEES0JGQ2ESMXY2PV5H
Unstuck & Unstoppable,"Shake Off the Past, Find Your Purpose, Get On with Your Life",Narrated by: Jimn Kyles,Length: 4 hrs and 35 mins,Release date: 11-17-22,Language: English,"5 out of 5 stars
4 ratings",$14.95,https://www.audible.com/pd/Unstuck-Unstoppable-Audiobook/B0BMPWHMRD?qid=1671625081&sr=1-594&ref=a_search_c3_lProduct_30_14&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=XGEES0JGQ2ESMXY2PV5H
Open Deeply,"A Guide to Building Conscious, Compassionate Open Relationships",Narrated by: Carol Jacobanis,Length: 12 hrs and 50 mins,Release date: 04-12-22,Language: English,"5 out of 5 stars
36 ratings",$24.95,https://www.audible.com/pd/Open-Deeply-Audiobook/B09XPMN18Y?qid=1671625081&sr=1-595&ref=a_search_c3_lProduct_30_15&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=XGEES0JGQ2ESMXY2PV5H
How to Take Smart Notes,"One Simple Technique to Boost Writing, Learning and Thinking - for Students, Academics and Nonfiction Book Writers",Narrated by: Nigel Fyfe,Length: 5 hrs and 53 mins,Release date: 10-06-21,Language: English,"4.5 out of 5 stars
216 ratings",$19.95,https://www.audible.com/pd/How-to-Take-Smart-Notes-Audiobook/B09HSSQMTW?qid=1671625081&sr=1-596&ref=a_search_c3_lProduct_30_16&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=XGEES0JGQ2ESMXY2PV5H
The Law of Success,From the Master Mind to the Golden Rule (in Sixteen Lessons),Narrated by: Grover Gardner,Length: 24 hrs and 19 mins,Release date: 12-08-08,Language: English,"4.5 out of 5 stars
1,928 ratings",$17.49,https://www.audible.com/pd/The-Law-of-Success-Audiobook/B002VA3A0E?qid=1671625081&sr=1-597&ref=a_search_c3_lProduct_30_17&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=XGEES0JGQ2ESMXY2PV5H
Four Thousand Weeks,Embrace your limits. Change your life. Make your four thousand weeks count.,Narrated by: Oliver Burkeman,Length: 5 hrs and 53 mins,Release date: 08-26-21,Language: English,"5 out of 5 stars
403 ratings",$17.69,https://www.audible.com/pd/Four-Thousand-Weeks-Audiobook/1473564956?qid=1671625081&sr=1-598&ref=a_search_c3_lProduct_30_18&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=XGEES0JGQ2ESMXY2PV5H
Better Than Before,Mastering the Habits of Our Everyday Lives,Narrated by: Gretchen Rubin,Length: 9 hrs and 33 mins,Release date: 03-17-15,Language: English,"4.5 out of 5 stars
3,173 ratings",$18.49,https://www.audible.com/pd/Better-Than-Before-Audiobook/B00R8KR28I?qid=1671625081&sr=1-599&ref=a_search_c3_lProduct_30_19&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=XGEES0JGQ2ESMXY2PV5H
Raise Your Vibration (New Edition),High-Vibe Tools to Support Your Spiritual Awakening,Narrated by: Kyle Gray,Length: 4 hrs and 49 mins,Release date: 07-05-22,Language: English,"5 out of 5 stars
56 ratings",$18.89,https://www.audible.com/pd/Raise-Your-Vibration-New-Edition-Audiobook/B0B4B8P87N?qid=1671625081&sr=1-600&ref=a_search_c3_lProduct_30_20&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=XGEES0JGQ2ESMXY2PV5H
The Circadian Code,"Lose Weight, Supercharge Your Energy, and Transform Your Health from Morning to Midnight",Narrated by: Chris Sorensen,Length: 9 hrs and 5 mins,Release date: 07-03-18,Language: English,"4.5 out of 5 stars
712 ratings",$20.99,https://www.audible.com/pd/The-Circadian-Code-Audiobook/B07F1716W3?qid=1671625090&sr=1-601&ref=a_search_c3_lProduct_31_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=MYRDA727XRS5Z5GV47AC
Young Forever,"The Secrets to Living Your Longest, Healthiest Life",Narrated by: Dr. Mark Hyman MD,Length: 10 hrs and 30 mins,Release date: 02-21-23,Language: English,Not rated yet,$30.79,https://www.audible.com/pd/Young-Forever-Audiobook/B0B84BTT1X?qid=1671625090&sr=1-602&ref=a_search_c3_lProduct_31_2&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=MYRDA727XRS5Z5GV47AC
How to Raise an Antiracist,no subtitle,Narrated by: Ibram X. Kendi,Length: 6 hrs and 46 mins,Release date: 06-14-22,Language: English,"5 out of 5 stars
117 ratings",$18.49,https://www.audible.com/pd/How-to-Raise-an-Antiracist-Audiobook/B09HHMHKSB?qid=1671625090&sr=1-603&ref=a_search_c3_lProduct_31_3&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=MYRDA727XRS5Z5GV47AC
The Law of Divine Compensation,"On Work, Money, and Miracles",Narrated by: Marianne Williamson,Length: 3 hrs and 33 mins,Release date: 11-13-12,Language: English,"5 out of 5 stars
2,654 ratings",$19.38,https://www.audible.com/pd/The-Law-of-Divine-Compensation-Audiobook/B009OOQV38?qid=1671625090&sr=1-604&ref=a_search_c3_lProduct_31_4&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=MYRDA727XRS5Z5GV47AC
How to Decide,Simple Tools for Making Better Choices,Narrated by: Annie Duke,Length: 6 hrs and 39 mins,Release date: 10-13-20,Language: English,"4.5 out of 5 stars
458 ratings",$24.50,https://www.audible.com/pd/How-to-Decide-Audiobook/0593345320?qid=1671625090&sr=1-605&ref=a_search_c3_lProduct_31_5&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=MYRDA727XRS5Z5GV47AC
The Opposite of Spoiled,"Raising Kids Who Are Grounded, Generous, and Smart About Money",Narrated by: Ron Lieber,Length: 6 hrs and 42 mins,Release date: 02-03-15,Language: English,"4.5 out of 5 stars
885 ratings",$11.00,https://www.audible.com/pd/The-Opposite-of-Spoiled-Audiobook/B00RAV4MII?qid=1671625090&sr=1-606&ref=a_search_c3_lProduct_31_6&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=MYRDA727XRS5Z5GV47AC
Broke Millennial,Stop Scraping By and Get Your Financial Life Together,Narrated by: Erin Lowry,Length: 8 hrs and 48 mins,Release date: 05-02-17,Language: English,"4.5 out of 5 stars
421 ratings",$20.99,https://www.audible.com/pd/Broke-Millennial-Audiobook/B07192NVWM?qid=1671625090&sr=1-607&ref=a_search_c3_lProduct_31_7&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=MYRDA727XRS5Z5GV47AC
The Nature Fix,"Why Nature Makes Us Happier, Healthier, and More Creative",Narrated by: Emily Woo Zeller,Length: 8 hrs and 54 mins,Release date: 02-07-17,Language: English,"4.5 out of 5 stars
1,117 ratings",$24.49,https://www.audible.com/pd/The-Nature-Fix-Audiobook/B01MS8GQNG?qid=1671625090&sr=1-608&ref=a_search_c3_lProduct_31_8&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=MYRDA727XRS5Z5GV47AC
The Heart of Who We Are,Realizing Freedom Together,Narrated by: Caverly Morgan,Length: 14 hrs and 49 mins,Release date: 12-13-22,Language: English,Not rated yet,$25.89,https://www.audible.com/pd/The-Heart-of-Who-We-Are-Audiobook/B0BHF2XLM2?qid=1671625090&sr=1-609&ref=a_search_c3_lProduct_31_9&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=MYRDA727XRS5Z5GV47AC
The Wounded Healer,Ministry in Contemporary Society,Narrated by: Dan Anderson O.F.M.,Length: 3 hrs and 1 min,Release date: 11-17-10,Language: English,"4.5 out of 5 stars
358 ratings",$17.47,https://www.audible.com/pd/The-Wounded-Healer-Audiobook/B004CMJDBO?qid=1671625090&sr=1-610&ref=a_search_c3_lProduct_31_10&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=MYRDA727XRS5Z5GV47AC
The 7 Habits of Highly Effective Teens,The Ultimate Teenage Success Guide,Narrated by: Sean Covey,Length: 7 hrs and 14 mins,Release date: 05-22-12,Language: English,"4.5 out of 5 stars
800 ratings",$14.95,https://www.audible.com/pd/The-7-Habits-of-Highly-Effective-Teens-Audiobook/B002V1BLR2?qid=1671625090&sr=1-611&ref=a_search_c3_lProduct_31_11&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=MYRDA727XRS5Z5GV47AC
Today Matters,12 Daily Practices to Guarantee Tomorrow's Success,Narrated by: John C. Maxwell,Length: 3 hrs and 6 mins,Release date: 05-13-04,Language: English,"4.5 out of 5 stars
1,060 ratings",$13.28,https://www.audible.com/pd/Today-Matters-Audiobook/B002V8MLS8?qid=1671625090&sr=1-612&ref=a_search_c3_lProduct_31_12&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=MYRDA727XRS5Z5GV47AC
He's Just Not That Into You,The No-Excuses Truth to Understanding Guys,"Narrated by: Greg Behrendt, Liz Tuccillo",Length: 3 hrs and 35 mins,Release date: 11-17-04,Language: English,"4.5 out of 5 stars
1,842 ratings",$9.49,https://www.audible.com/pd/Hes-Just-Not-That-Into-You-Audiobook/B002V0KCOQ?qid=1671625090&sr=1-613&ref=a_search_c3_lProduct_31_13&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=MYRDA727XRS5Z5GV47AC
The Sh*t They Never Taught You: What You Can Learn from Books,no subtitle,"Narrated by: Adam Jones, Adam Ashton",Length: 20 hrs and 4 mins,Release date: 01-10-22,Language: English,"5 out of 5 stars
23 ratings",$29.95,https://www.audible.com/pd/The-Sh-t-They-Never-Taught-You-What-You-Can-Learn-from-Books-Audiobook/B09Q2TCM1W?qid=1671625090&sr=1-614&ref=a_search_c3_lProduct_31_14&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=MYRDA727XRS5Z5GV47AC
The Four Pivots,"Reimagining Justice, Reimagining Ourselves",Narrated by: Shawn A. Ginwright,Length: 8 hrs and 52 mins,Release date: 01-25-22,Language: English,"5 out of 5 stars
119 ratings",$34.90,https://www.audible.com/pd/The-Four-Pivots-Audiobook/B09MZNDGJW?qid=1671625090&sr=1-615&ref=a_search_c3_lProduct_31_15&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=MYRDA727XRS5Z5GV47AC
The More of Less,no subtitle,Narrated by: Joshua Becker,Length: 6 hrs and 43 mins,Release date: 05-03-16,Language: English,"4.5 out of 5 stars
2,609 ratings",$24.49,https://www.audible.com/pd/The-More-of-Less-Audiobook/B01EKB77WI?qid=1671625090&sr=1-616&ref=a_search_c3_lProduct_31_16&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=MYRDA727XRS5Z5GV47AC
See You at the Top 25th Anniversary,no subtitle,Narrated by: Zig Ziglar,Length: 4 hrs and 53 mins,Release date: 04-25-16,Language: English,"5 out of 5 stars
1,260 ratings",$29.95,https://www.audible.com/pd/See-You-at-the-Top-25th-Anniversary-Audiobook/B01ENWW3J6?qid=1671625090&sr=1-617&ref=a_search_c3_lProduct_31_17&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=MYRDA727XRS5Z5GV47AC
The 2-Hour Cocktail Party,How to Build Big Relationships with Small Gatherings,Narrated by: Nick Gray,Length: 3 hrs and 57 mins,Release date: 07-11-22,Language: English,"5 out of 5 stars
42 ratings",$14.95,https://www.audible.com/pd/The-2-Hour-Cocktail-Party-Audiobook/B0B679FVBJ?qid=1671625090&sr=1-618&ref=a_search_c3_lProduct_31_18&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=MYRDA727XRS5Z5GV47AC
Hell Yeah or No,What’s Worth Doing,"Narrated by: Derek Sivers, Naina Kader",Length: 2 hrs and 35 mins,Release date: 06-15-22,Language: English,"4.5 out of 5 stars
33 ratings",$6.95,https://www.audible.com/pd/Hell-Yeah-or-No-Audiobook/B0B454YKWG?qid=1671625090&sr=1-619&ref=a_search_c3_lProduct_31_19&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=MYRDA727XRS5Z5GV47AC
You Gotta Be You,How to Embrace This Messy Life and Step into Who You Really Are,Narrated by: Brandon Kyle Goodman,Length: 6 hrs and 17 mins,Release date: 09-27-22,Language: English,"5 out of 5 stars
38 ratings",$14.95,https://www.audible.com/pd/You-Gotta-Be-You-Audiobook/B0B2HWPH4X?qid=1671625090&sr=1-620&ref=a_search_c3_lProduct_31_20&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=MYRDA727XRS5Z5GV47AC
How to Be a Stoic,Using Ancient Philosophy to Live a Modern Life,Narrated by: Peter Coleman,Length: 6 hrs and 35 mins,Release date: 05-09-17,Language: English,"4.5 out of 5 stars
976 ratings",$20.90,https://www.audible.com/pd/How-to-Be-a-Stoic-Audiobook/B072HHGC3H?qid=1671625099&sr=1-621&ref=a_search_c3_lProduct_32_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X6D1F98F60JG4SX35TZY
Girls on the Brink,"Helping Our Daughters Thrive in an Era of Increased Anxiety, Depression, and Social Media",Narrated by: Sarah Mollo-Christenson,Length: 8 hrs and 39 mins,Release date: 09-13-22,Language: English,"5 out of 5 stars
7 ratings",$18.49,https://www.audible.com/pd/Girls-on-the-Brink-Audiobook/B09SJ6PH5C?qid=1671625099&sr=1-622&ref=a_search_c3_lProduct_32_2&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X6D1F98F60JG4SX35TZY
Soul in the Game,The Art of a Meaningful Life,Narrated by: Elliott Butt,Length: 10 hrs and 8 mins,Release date: 06-21-22,Language: English,"4.5 out of 5 stars
44 ratings",$24.95,https://www.audible.com/pd/Soul-in-the-Game-Audiobook/B09Z7BT2X9?qid=1671625099&sr=1-623&ref=a_search_c3_lProduct_32_3&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X6D1F98F60JG4SX35TZY
Acres of Diamonds,no subtitle,Narrated by: Kevin T. Norris,Length: 51 mins,Release date: 07-07-08,Language: English,"4.5 out of 5 stars
691 ratings",$4.95,https://www.audible.com/pd/Acres-of-Diamonds-Audiobook/B002V5CL1I?qid=1671625099&sr=1-624&ref=a_search_c3_lProduct_32_4&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X6D1F98F60JG4SX35TZY
Smart Couples Finish Rich,no subtitle,Narrated by: David Bach,Length: 3 hrs and 5 mins,Release date: 03-26-01,Language: English,"4.5 out of 5 stars
449 ratings",$8.49,https://www.audible.com/pd/Smart-Couples-Finish-Rich-Audiobook/B002V01H5Y?qid=1671625099&sr=1-625&ref=a_search_c3_lProduct_32_5&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X6D1F98F60JG4SX35TZY
We Need to Talk,How to Have Conversations That Matter,Narrated by: Celeste Headlee,Length: 5 hrs and 11 mins,Release date: 09-19-17,Language: English,"4.5 out of 5 stars
644 ratings",$25.09,https://www.audible.com/pd/We-Need-to-Talk-Audiobook/B073ZLCVV3?qid=1671625099&sr=1-626&ref=a_search_c3_lProduct_32_6&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X6D1F98F60JG4SX35TZY
Necessary Endings,"The Employees, Businesses, and Relationships That All of Us Have to Give Up in Order to Move Forward",Narrated by: Henry Cloud,Length: 7 hrs and 15 mins,Release date: 01-18-11,Language: English,"5 out of 5 stars
2,330 ratings",$19.49,https://www.audible.com/pd/Necessary-Endings-Audiobook/B004J0YIQ4?qid=1671625099&sr=1-627&ref=a_search_c3_lProduct_32_7&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X6D1F98F60JG4SX35TZY
The Little Book of Hygge,Danish Secrets to Happy Living,Narrated by: Meik Wiking,Length: 3 hrs and 13 mins,Release date: 01-17-17,Language: English,"4.5 out of 5 stars
1,715 ratings",$14.49,https://www.audible.com/pd/The-Little-Book-of-Hygge-Audiobook/B01N638YV2?qid=1671625099&sr=1-628&ref=a_search_c3_lProduct_32_8&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X6D1F98F60JG4SX35TZY
The Love Dare,no subtitle,Narrated by: Adam Verner,Length: 5 hrs and 48 mins,Release date: 05-01-13,Language: English,"4.5 out of 5 stars
527 ratings",$25.19,https://www.audible.com/pd/The-Love-Dare-Audiobook/B00CLDXCHW?qid=1671625099&sr=1-629&ref=a_search_c3_lProduct_32_9&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X6D1F98F60JG4SX35TZY
Secrets of Divine Love,A Spiritual Journey into the Heart of Islam,Narrated by: A. Helwa,Length: 12 hrs and 45 mins,Release date: 05-05-21,Language: English,"5 out of 5 stars
328 ratings",$24.95,https://www.audible.com/pd/Secrets-of-Divine-Love-Audiobook/B09447NFZ8?qid=1671625099&sr=1-630&ref=a_search_c3_lProduct_32_10&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X6D1F98F60JG4SX35TZY
